id,title,date,thumbnail,views,likes,dislikes,comments
2-9lCn_LnFI,Real Housewives Star Carole Radziwill Tours Her NYC Apartment | Open Door | Architectural Digest,2017-08-23T12:00:14.000Z,https://i.ytimg.com/vi/2-9lCn_LnFI/default.jpg,273861,1667,118,175
zCXhqyTSdVQ,Inside Claudia Schiffer and Matthew Vaughn's Mansion | Celebrity Homes | Architectural Digest,2017-08-01T16:30:39.000Z,https://i.ytimg.com/vi/zCXhqyTSdVQ/default.jpg,601918,2349,312,111
btQYakQ6ZVI,Lily Collins Takes the First-Ever AD IQ Test | Architectural Digest,2017-07-14T12:01:08.000Z,https://i.ytimg.com/vi/btQYakQ6ZVI/default.jpg,505473,10009,125,172
n9NSFJ1RxP8,Inside Mindy Kaling's Colorful Hancock Park House | Celebrity Homes | Architectural Digest,2017-07-12T20:17:42.000Z,https://i.ytimg.com/vi/n9NSFJ1RxP8/default.jpg,688963,5920,371,283
TrqeLmsHrws,Tesla Model X P100D: Test-Driving the World’s Fastest SUV | Architectural Digest,2017-07-07T18:28:10.000Z,https://i.ytimg.com/vi/TrqeLmsHrws/default.jpg,45970,550,40,17
V7MX8d2DbwU,Pierre Yovanovitch Unveils Fresco in his Provence Chapel | Architectural Digest,2017-07-07T16:31:05.000Z,https://i.ytimg.com/vi/V7MX8d2DbwU/default.jpg,23637,376,7,9
Mk0ECs9jhH4,How Welsh Model Grace Coddington Puts Cats to Work Around the House | Architectural Digest,2017-06-28T16:48:35.000Z,https://i.ytimg.com/vi/Mk0ECs9jhH4/default.jpg,82514,1418,72,64
nW9KKYjXpEM,Disney Star Peyton List Shows Off Her First Ever Home | Architectural Digest,2017-06-20T12:00:57.000Z,https://i.ytimg.com/vi/nW9KKYjXpEM/default.jpg,926990,6786,734,202
mS7Z4i1mIVY,4 Ways to Style a Coffee Table | Architectural Digest,2017-06-15T18:37:01.000Z,https://i.ytimg.com/vi/mS7Z4i1mIVY/default.jpg,46879,722,50,8
5AfKFXd-XME,Inside Ellen Pompeo’s Hamptons House in Sag Harbor | Celebrity Homes | Architectural Digest,2017-06-12T14:50:14.000Z,https://i.ytimg.com/vi/5AfKFXd-XME/default.jpg,613893,7301,96,91
RmOK_6qOR6g,Connie Britton Hosts A Fantasy Dinner Party For Some Of The Most Famous People In The World,2017-06-09T17:12:53.000Z,https://i.ytimg.com/vi/RmOK_6qOR6g/default.jpg,16204,81,21,5
txnpFuM-0rU,Tim McGraw and Faith Hill Show Off Their Private Island Home in the Bahamas | Architectural Digest,2017-06-05T12:01:00.000Z,https://i.ytimg.com/vi/txnpFuM-0rU/default.jpg,843652,3783,286,240
gQiIJz0JeZA,Derek Hough Tours The Set Of JLo’s New Show “World of Dance” | Architectural Digest,2017-05-26T12:01:01.000Z,https://i.ytimg.com/vi/gQiIJz0JeZA/default.jpg,13151,70,9,0
FewkEeskWJ0,Hannah Bronfman and Brendan Fallis Use Household Items As Workout Equipment | Architectural Digest,2017-05-19T22:32:23.000Z,https://i.ytimg.com/vi/FewkEeskWJ0/default.jpg,30571,317,27,9
5tvesDP2c8I,How Gwyneth Paltrow Turned A Warehouse Into A Home For Goop | Architectural Digest,2017-05-17T14:42:40.000Z,https://i.ytimg.com/vi/5tvesDP2c8I/default.jpg,210482,906,171,29
-LYa_pbQb8U,How to Pick the Perfect Vase for Your Flowers | Architectural Digest,2017-05-12T14:24:14.000Z,https://i.ytimg.com/vi/-LYa_pbQb8U/default.jpg,28700,477,16,5
7nS8kzJhFlg,How Peter Lane Creates His Larger-Than-Life Ceramic Works | Architectural Digest,2017-05-09T22:16:42.000Z,https://i.ytimg.com/vi/7nS8kzJhFlg/default.jpg,12365,153,4,4
F69iFvsnq34,Hannah Bronfman and Brendan Fallis's NYC Triplex Is a Minimalist's Dream | Architectural Digest,2017-05-05T12:01:00.000Z,https://i.ytimg.com/vi/F69iFvsnq34/default.jpg,316798,3124,98,110
paRaKmq11TM,Jenny Slate On Her Leonardo DiCaprio Obsession and Dream Home | House Calls | Architectural Digest,2017-04-28T20:50:22.000Z,https://i.ytimg.com/vi/paRaKmq11TM/default.jpg,9144,82,7,2
4P6hFDxR4To,Inside Tom Brady and Gisele Bundchen’s Brentwood Los Angeles House | Architectural Digest,2017-04-27T21:29:57.000Z,https://i.ytimg.com/vi/4P6hFDxR4To/default.jpg,597202,2659,356,64
soGZV7l25K8,Nicole Richie Motivates Her Chickens for a Photoshoot | Architectural Digest,2017-04-26T14:42:55.000Z,https://i.ytimg.com/vi/soGZV7l25K8/default.jpg,29956,334,21,11
Bkta1NLMNnc,4 Ways To Fill Your Bookshelf With Style | Architectural Digest,2017-04-25T21:16:29.000Z,https://i.ytimg.com/vi/Bkta1NLMNnc/default.jpg,43551,1227,15,11
ZQqt9wjtFzo,Inside Aerin Lauder’s Family Home in Palm Beach | Celebrity Homes | Architectural Digest,2017-04-19T19:17:47.000Z,https://i.ytimg.com/vi/ZQqt9wjtFzo/default.jpg,113374,471,45,14
qbK13Qmiws4,4 Ways to Style a Nightstand | Architectural Digest,2017-04-18T20:51:33.000Z,https://i.ytimg.com/vi/qbK13Qmiws4/default.jpg,33922,643,14,2
MB-VkduAB-c,Model Anne Vyalitsyna Gives A Tour Of Her NYC Apartment | Celebrity Homes | Architectural Digest,2017-04-17T14:38:14.000Z,https://i.ytimg.com/vi/MB-VkduAB-c/default.jpg,147874,948,74,19
ic9JvYDD07Q,Tim McGraw and Faith Hill Play the Newlywed Game | Architectural Digest,2017-04-14T11:58:05.000Z,https://i.ytimg.com/vi/ic9JvYDD07Q/default.jpg,87027,593,11,13
-qwU67Svl68,"The 21 Most Beautiful Churches, Mosques and Temples Around the World | Architectural Digest",2017-04-13T17:20:27.000Z,https://i.ytimg.com/vi/-qwU67Svl68/default.jpg,59982,843,65,32
dts74c4h2HY,Nate Berkus and Jeremiah Brent Play the Newlywed Game | Architectural Digest,2017-04-12T20:13:52.000Z,https://i.ytimg.com/vi/dts74c4h2HY/default.jpg,143426,1261,30,31
j0q197AOkTY,Kim Cattrall Attempts to Make Sushi | Architectural Digest,2017-04-11T22:23:42.000Z,https://i.ytimg.com/vi/j0q197AOkTY/default.jpg,25552,267,26,17
YN3J3X7D5nk,The Cosmopolitan Las Vegas | Architectural Digest,2017-04-17T10:01:00.000Z,https://i.ytimg.com/vi/YN3J3X7D5nk/default.jpg,1398929,1147,530,34
Vdb0l91OsjQ,Inside Meg Ryan's New York City Loft | Celebrity Homes | Architectural Digest,2017-04-10T21:56:25.000Z,https://i.ytimg.com/vi/Vdb0l91OsjQ/default.jpg,875871,4002,464,134
nYIv-GnBi08,4 Ways to Style a Home Office | Architectural Digest,2017-04-07T16:47:50.000Z,https://i.ytimg.com/vi/nYIv-GnBi08/default.jpg,35156,495,41,9
b1Ueh5-Uzqc,Inside Molly Sims’ Kid-Friendly Home in Pacific Palisades | Celebrity Homes | Architectural Digest,2017-04-07T16:21:19.000Z,https://i.ytimg.com/vi/b1Ueh5-Uzqc/default.jpg,116363,309,43,2
UsuiOMTvgDM,Incredible Architecture Captured from the Ground | Architectural Digest,2017-04-06T19:57:30.000Z,https://i.ytimg.com/vi/UsuiOMTvgDM/default.jpg,10347,104,3,2
W6BsDCquQJQ,John Robshaw’s Modern Spin on Ancient Art of Block Printing,2017-04-05T10:00:25.000Z,https://i.ytimg.com/vi/W6BsDCquQJQ/default.jpg,985056,256,12,10
CIHe31Aex3M,Inside Laura Dern’s Rustic Los Angeles Home | Celebrity Homes | Architectural Digest,2017-04-03T16:29:12.000Z,https://i.ytimg.com/vi/CIHe31Aex3M/default.jpg,180543,1059,79,26
gMkbdG-q-1g,4 Ways to Style the Perfect Fireplace Mantel | Architectural Digest,2017-03-31T19:06:33.000Z,https://i.ytimg.com/vi/gMkbdG-q-1g/default.jpg,19375,387,15,3
3QWC1XEg1p0,This is What Happens When You Decorate an Entire Space in Millennial Pink | Architectural Digest,2017-03-24T17:58:33.000Z,https://i.ytimg.com/vi/3QWC1XEg1p0/default.jpg,32970,234,150,22
cCjV-vZExVA,Inside Hilary Swank’s Elegant Parisian Loft | Celebrity Homes | Architectural Digest,2017-03-23T17:09:33.000Z,https://i.ytimg.com/vi/cCjV-vZExVA/default.jpg,278125,1089,134,37
M1BxDuY28tA,Inside Supermodel Karen Elson’s Nashville Home | Celebrity Homes | Architectural Digest,2017-03-10T18:59:35.000Z,https://i.ytimg.com/vi/M1BxDuY28tA/default.jpg,194169,1365,93,61
cBnqr6s974w,Introducing the New AD | Architectural Digest,2017-03-08T15:42:06.000Z,https://i.ytimg.com/vi/cBnqr6s974w/default.jpg,6719,43,4,7
kg-QbPJnfrs,Inside Kim Cattrall's NYC Home that Has a Monkey Room | Celebrity Homes | Architectural Digest,2017-03-06T11:00:22.000Z,https://i.ytimg.com/vi/kg-QbPJnfrs/default.jpg,897269,9852,454,785
0FICFHpaLDw,The Best Oscars Stage Decor of All Time | Architectural Digest,2017-02-24T20:42:53.000Z,https://i.ytimg.com/vi/0FICFHpaLDw/default.jpg,13770,124,9,6
j2GUbeZKrBA,Inside Beastie Boys' Mike D's Malibu House | Celebrity Homes | Architectural Digest,2017-02-10T14:00:24.000Z,https://i.ytimg.com/vi/j2GUbeZKrBA/default.jpg,306011,1898,116,127
ZuPgi1iiEFs,The Homes of Vogue Italia's Late Franca Sozzani | Architectural Digest,2017-02-09T14:01:04.000Z,https://i.ytimg.com/vi/ZuPgi1iiEFs/default.jpg,114813,1128,29,16
1kDr7AhyxG8,Inside Tommy Hilfiger’s Ivy-Covered Connecticut Castle | Celebrity Homes | Architectural Digest,2017-02-02T11:00:45.000Z,https://i.ytimg.com/vi/1kDr7AhyxG8/default.jpg,213340,1129,60,57
N-V-4JJFxOo,Inside Tommy Hilfiger's Closet | Closet Confidential | Architectural Digest,2017-02-01T11:00:19.000Z,https://i.ytimg.com/vi/N-V-4JJFxOo/default.jpg,238426,1829,89,76
3LKcYeebWQI,Jeremiah Brent Transforms an NYC Apartment from Basic to Breathtaking | Architectural Digest,2017-01-26T21:37:03.000Z,https://i.ytimg.com/vi/3LKcYeebWQI/default.jpg,283839,2743,104,81
cY9mfPSrk3U,Kris Jenner Has a LOT of Christmas Decorations For The Kardashians Home | Architectural Digest,2016-12-21T15:01:00.000Z,https://i.ytimg.com/vi/cY9mfPSrk3U/default.jpg,352057,3741,170,228
I1qPmA5XIro,Christmas with the Bidens | Architectural Digest,2016-12-20T17:33:06.000Z,https://i.ytimg.com/vi/I1qPmA5XIro/default.jpg,43014,190,16,8
nYltagjzBx4,Miles Redd’s Dinner Party Must Haves | Architectural Digest,2016-12-20T14:00:40.000Z,https://i.ytimg.com/vi/nYltagjzBx4/default.jpg,23298,292,40,21
ZkV5XEewMFg,Kris Jenner On Her Kardashian-Jenner Family Christmas Holiday Décor | Architectural Digest,2016-12-19T11:00:20.000Z,https://i.ytimg.com/vi/ZkV5XEewMFg/default.jpg,4323631,47714,2351,2500
tKeIyCxO9VU,3 Easy Holiday Garlands for a Festive Home | Architectural Digest,2016-12-16T22:11:23.000Z,https://i.ytimg.com/vi/tKeIyCxO9VU/default.jpg,8695,122,8,5
WHPHhd1D1-E,How to Style a Holiday Mantel | Architectural Digest,2016-12-14T11:00:43.000Z,https://i.ytimg.com/vi/WHPHhd1D1-E/default.jpg,6669,97,5,1
zJYHe-r51q8,How a Designer Sets a Nature-Inspired Holiday Table | Architectural Digest,2016-12-08T20:06:27.000Z,https://i.ytimg.com/vi/zJYHe-r51q8/default.jpg,13213,170,4,0
-cp6Oa0BJD4,This Is How NASCAR Champion Jimmie Johnson Enjoys Downtime with His Family - Architectural Digest,2016-11-29T16:36:29.000Z,https://i.ytimg.com/vi/-cp6Oa0BJD4/default.jpg,12979,65,11,0
L4-ReUqtXEI,How to Set a Dinner Table | Architectural Digest,2016-11-16T21:24:37.000Z,https://i.ytimg.com/vi/L4-ReUqtXEI/default.jpg,14677,364,5,15
51X3uFlie7E,How to Update Your Living Room in 3 Easy Steps | Interior Design Tips | Architectural Digest,2016-11-09T20:28:47.000Z,https://i.ytimg.com/vi/51X3uFlie7E/default.jpg,91780,783,31,10
nbvgRO7VRRo,What Would Hillary Clinton’s White House Look Like? | Architectural Digest,2016-11-04T20:01:48.000Z,https://i.ytimg.com/vi/nbvgRO7VRRo/default.jpg,9888,33,51,16
A2wqjsf5gho,What Would Donald Trump’s White House Look Like? | Architectural Digest,2016-11-04T19:22:59.000Z,https://i.ytimg.com/vi/A2wqjsf5gho/default.jpg,41541,89,77,18
Kh9pdnc5Z04,The Great Escape | Architectural Digest,2016-11-04T17:56:38.000Z,https://i.ytimg.com/vi/Kh9pdnc5Z04/default.jpg,147511,341,0,5
4Ao52HYKT70,4 White House Rooms You Won't See on the Tour | Architectural Digest,2016-11-01T17:47:05.000Z,https://i.ytimg.com/vi/4Ao52HYKT70/default.jpg,97035,460,22,27
gTUPEebUigE,A Look at Past Presidential Rooms in the White House | Architectural Digest,2016-11-01T14:25:01.000Z,https://i.ytimg.com/vi/gTUPEebUigE/default.jpg,74619,244,39,7
D2ELhcBRIBQ,A Look Inside the Obama White House | Architectural Digest,2016-11-01T12:00:33.000Z,https://i.ytimg.com/vi/D2ELhcBRIBQ/default.jpg,1467120,1104,110,100
o04nUiNls9Q,Snoop Dogg and Martha Stewart Give Tour of Potluck Dinner Party Cooking Show | Architectural Digest,2016-10-24T10:00:56.000Z,https://i.ytimg.com/vi/o04nUiNls9Q/default.jpg,143912,664,10,23
WX4iAokhGVg,Closet Confidential with Brad Goreski | Architectural Digest,2016-10-03T18:00:14.000Z,https://i.ytimg.com/vi/WX4iAokhGVg/default.jpg,16959,76,18,4
xDDIPpkPflQ,How to Fold a Napkin for a Dinner Party: The Dapper Bow Tie | Architechtural Digest,2016-09-23T20:06:59.000Z,https://i.ytimg.com/vi/xDDIPpkPflQ/default.jpg,9166,76,5,1
hsplvEzzN-M,How to Fold a Napkin for a Dinner Party: The Efficient Envelope | Architectural Digest,2016-09-23T20:04:31.000Z,https://i.ytimg.com/vi/hsplvEzzN-M/default.jpg,6968,62,0,0
uqf2FPv2dB0,How to Fold a Napkin for a Dinner Party: The Basic Pouch | Architectural Digest,2016-09-23T20:04:13.000Z,https://i.ytimg.com/vi/uqf2FPv2dB0/default.jpg,12677,209,2,1
ORM07tMvAtU,How to Fold a Napkin for a Dinner Party: The Fleur-de-Lis | Architectural Digest,2016-09-23T20:01:16.000Z,https://i.ytimg.com/vi/ORM07tMvAtU/default.jpg,9217,209,1,0
JuE_6QquY-E,How to Fold a Napkin for a Dinner Party: The Diamond | Architectural Digest,2016-09-23T19:59:00.000Z,https://i.ytimg.com/vi/JuE_6QquY-E/default.jpg,6930,81,0,0
pI_PdUSiJdo,How to Fold a Napkin for a Dinner Party: The Classic Ring Stuffer | Architectural Digest,2016-09-23T19:56:43.000Z,https://i.ytimg.com/vi/pI_PdUSiJdo/default.jpg,11706,56,4,0
wf5FeDgxUUc,6 Easy Napkin Folds for Any Dinner Party | Architectural Digest,2016-09-23T19:28:33.000Z,https://i.ytimg.com/vi/wf5FeDgxUUc/default.jpg,24883,83,18,1
lieC-8Yt-Ls,How Architecture Firm Bureau V Marries Industrial Chic and Artful Edginess | Architectural Digest,2016-09-14T15:17:57.000Z,https://i.ytimg.com/vi/lieC-8Yt-Ls/default.jpg,4892,32,2,0
uQeeu-JrwNA,This Brooklyn-Based Start-up Is Changing the Way You Look at Wallpaper | Architectural Digest,2016-09-14T15:04:26.000Z,https://i.ytimg.com/vi/uQeeu-JrwNA/default.jpg,12694,53,3,0
OgZuz3UcP5U,How a Flea-Market Purchase Became a Digital Design Start-Up | Architectural Digest,2016-09-14T14:56:05.000Z,https://i.ytimg.com/vi/OgZuz3UcP5U/default.jpg,25619,96,10,0
ykPWgQb9UvA,New York Firm Harrison Green Says Landscape Architecture Is Experiencing a New Golden Age,2016-09-14T14:49:08.000Z,https://i.ytimg.com/vi/ykPWgQb9UvA/default.jpg,13695,82,5,2
aKqZp5q_p7g,The Project I Never Built... With Ma Yansong | Architectural Digest,2016-09-12T14:39:09.000Z,https://i.ytimg.com/vi/aKqZp5q_p7g/default.jpg,27447,330,9,6
20wyoYIxw5E,Studio Drift's Light Installations Fuse Nature and Technology | Architechtual Digest,2016-09-07T17:05:07.000Z,https://i.ytimg.com/vi/20wyoYIxw5E/default.jpg,7868,109,1,0
L9o85E5Ytkc,Go Inside AD’s September Style Party - Architectural Digest,2016-08-11T14:03:22.000Z,https://i.ytimg.com/vi/L9o85E5Ytkc/default.jpg,30576,126,15,2
FInezTvgLlE,Marvin Architects Challenge 2016: Part 1,2016-08-10T22:24:59.000Z,https://i.ytimg.com/vi/FInezTvgLlE/default.jpg,32922,420,1,4
TWwm_aguWgo,Marvin Architects Challenge 2016: Part 2,2016-08-10T22:20:36.000Z,https://i.ytimg.com/vi/TWwm_aguWgo/default.jpg,14562,106,0,1
vdufYH5qkvA,5 Must-See Architectural Landmarks in Buenos Aires | Architectural Digest,2016-08-02T18:37:39.000Z,https://i.ytimg.com/vi/vdufYH5qkvA/default.jpg,9000,81,5,4
3ou8SsilF4c,5 Must-See Architectural Landmarks in Copenhagen | Architectural Digest,2016-08-02T17:23:10.000Z,https://i.ytimg.com/vi/3ou8SsilF4c/default.jpg,8813,68,1,2
1cXkmTnHQGk,6 Must-See Architectural Landmarks in Los Angeles | Architectural Digest,2016-08-02T16:29:53.000Z,https://i.ytimg.com/vi/1cXkmTnHQGk/default.jpg,14208,112,3,1
-BDS8uZ9Ktc,7 Must-See Architectural Landmarks in London | Architectural Digest,2016-08-02T16:18:31.000Z,https://i.ytimg.com/vi/-BDS8uZ9Ktc/default.jpg,22357,189,8,12
VXbw4p4Q9ko,15 Must-See Architectural Landmarks in Chicago | Architectural Digest,2016-08-02T16:14:43.000Z,https://i.ytimg.com/vi/VXbw4p4Q9ko/default.jpg,20475,205,3,9
kC8XIbdor2A,5 Must-See Architectural Landmarks In Milan | Architectural Digest,2016-07-26T21:10:11.000Z,https://i.ytimg.com/vi/kC8XIbdor2A/default.jpg,25239,247,4,1
Jh8M0Gz-8GM,5 Incredible Architectural Landmarks in Paris | Architectural Digest,2016-07-26T20:43:46.000Z,https://i.ytimg.com/vi/Jh8M0Gz-8GM/default.jpg,17414,157,5,9
Rgv5vSza0QQ,5 Must-See Architectural Landmarks in Rio de Janeiro | Architectural Digest,2016-07-26T20:34:27.000Z,https://i.ytimg.com/vi/Rgv5vSza0QQ/default.jpg,7306,74,1,2
PFZbdSWeVxg,5 Must-See Architectural Landmarks in Tokyo | Architectural Digest,2016-07-26T20:20:00.000Z,https://i.ytimg.com/vi/PFZbdSWeVxg/default.jpg,12097,99,3,1
Uy69TIPIsgY,Get to Know Fashion Designer Joseph Altuzarra | Architectural Digest,2016-07-12T19:35:34.000Z,https://i.ytimg.com/vi/Uy69TIPIsgY/default.jpg,7988,72,6,1
XWr9Vp-Csxs,How to Design a Flower Arrangement from a Pre-Made Bouquet with Oscar Mora | Architectural Digest,2016-06-17T14:46:58.000Z,https://i.ytimg.com/vi/XWr9Vp-Csxs/default.jpg,40232,657,22,7
ph1iv6SOV6c,World-Renowned Architect Rafael Viñoly Breaks Down his Biggest Projects | Architectural Digest,2016-06-07T21:59:50.000Z,https://i.ytimg.com/vi/ph1iv6SOV6c/default.jpg,23320,247,14,13
2BZiGPORX-Y,3 Unexpected Ways to Decorate with Color | Architectural Digest,2016-06-06T19:54:17.000Z,https://i.ytimg.com/vi/2BZiGPORX-Y/default.jpg,44668,360,20,10
RZYI7XYiR4k,5 Clever Ways to Modernize a Dated Home with Pattern | Architectural Digest,2016-06-02T20:42:48.000Z,https://i.ytimg.com/vi/RZYI7XYiR4k/default.jpg,30518,200,41,6
R2rWzA80NKs,ADVERTISEMENT: The Marvin Beautiful Home Search,2016-05-18T16:05:11.000Z,https://i.ytimg.com/vi/R2rWzA80NKs/default.jpg,33859,298,7,2
S7NEU7gGU6w,ADVERTISEMENT: The Marvin Beautiful Home Search,2016-05-18T15:51:54.000Z,https://i.ytimg.com/vi/S7NEU7gGU6w/default.jpg,2826,20,3,0
GJE3SToxTd4,ADVERTISEMENT: Marvin Beautiful Home Search,2016-05-18T15:46:46.000Z,https://i.ytimg.com/vi/GJE3SToxTd4/default.jpg,2087,11,0,1
yJqkaTp4JxM,3 Easy Cocktails for the Summer | Architectural Digest,2016-05-06T21:26:12.000Z,https://i.ytimg.com/vi/yJqkaTp4JxM/default.jpg,3138,50,2,0
Ftc_f277W2s,Inside Alex Rodriguez’s Sleek Miami Home Inspired by His Daughters | Architectural Digest,2016-05-04T14:18:12.000Z,https://i.ytimg.com/vi/Ftc_f277W2s/default.jpg,580035,4083,174,107
LUvgPCwfCOI,Designers Predict the Next Big Home Decor Trends of 2016,2016-04-22T20:59:18.000Z,https://i.ytimg.com/vi/LUvgPCwfCOI/default.jpg,4133,34,2,2
snH4Iz7wRmM,Tour the Set of Jesse Tyler Ferguson’s New Broadway Show Fully Committed,2016-04-15T22:31:25.000Z,https://i.ytimg.com/vi/snH4Iz7wRmM/default.jpg,7164,57,0,0
t4YKtL6OeC0,Promotion:  The AD Design Studio,2016-04-14T17:04:19.000Z,https://i.ytimg.com/vi/t4YKtL6OeC0/default.jpg,5127,35,1,2
fU9Vb5fg-ww,This or That with Genevieve Gorder,2016-04-14T14:39:11.000Z,https://i.ytimg.com/vi/fU9Vb5fg-ww/default.jpg,10593,50,6,2
ptRzFzJBI4w,This or That with Interior Designer Ryan Korban,2016-04-12T22:17:43.000Z,https://i.ytimg.com/vi/ptRzFzJBI4w/default.jpg,5119,49,7,2
Hdcr2rxmYX4,Bronson van Wyck Creates an Africa-Inspired Dinner Table,2016-03-23T17:29:05.000Z,https://i.ytimg.com/vi/Hdcr2rxmYX4/default.jpg,3890,55,5,2
FMSVFqkMsFU,Architectural Digest Design Show 2016 Coverage,2016-03-23T16:27:33.000Z,https://i.ytimg.com/vi/FMSVFqkMsFU/default.jpg,10847,60,2,2
384t2epXC5Q,Inside AVO Founder Brit Kleinman's Brooklyn Design Studio | Architectural Digest,2016-03-16T22:10:11.000Z,https://i.ytimg.com/vi/384t2epXC5Q/default.jpg,30001,291,6,3
wdgWyT-qrXQ,World Trade Center Oculus Explained by Architect Santiago Calatrava | Architectural Digest,2016-03-03T18:04:47.000Z,https://i.ytimg.com/vi/wdgWyT-qrXQ/default.jpg,35105,308,5,17
ZMPETV8APE0,Inside Kourtney Kardashian's Home | Architectural Digest,2016-03-03T15:24:48.000Z,https://i.ytimg.com/vi/ZMPETV8APE0/default.jpg,4288942,30520,4949,2060
s2xH_DwK_pU,Tour The Help Director Tate Taylor’s Mississippi Mansion | Celebrity Homes | Architectural Digest,2016-02-02T05:00:52.000Z,https://i.ytimg.com/vi/s2xH_DwK_pU/default.jpg,353253,3129,97,181
hSQcxv1gejM,Leo Villareal’s Dazzling Light Sculpture Will Take Your Breath Away | Architectural Digest,2016-02-02T05:00:53.000Z,https://i.ytimg.com/vi/hSQcxv1gejM/default.jpg,5562,91,2,2
QqS46S5Zkso,Naomi Watts and Liev Schreiber Reveal Their Renovated New York City Apartment | Architectural Digest,2016-02-02T05:00:55.000Z,https://i.ytimg.com/vi/QqS46S5Zkso/default.jpg,633396,2816,151,160
s4WjAHv99Mg,Inside Khloé and Kourtney Kardashian’s Dream Houses | Celebrity Homes | Architectural Digest,2016-02-03T13:24:54.000Z,https://i.ytimg.com/vi/s4WjAHv99Mg/default.jpg,587883,2810,328,87
RJURLNZgl2A,Inside AD's Interactive 'Refuge' Exhibit at Art Basel Miami Beach 2015 | Architectural Digest,2016-01-20T23:08:18.000Z,https://i.ytimg.com/vi/RJURLNZgl2A/default.jpg,5673,30,4,0
kgTud33ixlU,How These AD100 Talents Knew They Had A Career in Design,2016-01-14T19:48:04.000Z,https://i.ytimg.com/vi/kgTud33ixlU/default.jpg,1379,12,1,1
PA0HVabGJnY,AD100 Talents Admit Their Least Favorite Design Trends,2016-01-14T19:44:54.000Z,https://i.ytimg.com/vi/PA0HVabGJnY/default.jpg,1375,8,0,1
CqJ8oxpyhco,What You Never Guessed These Designers Had At Home,2016-01-14T19:38:00.000Z,https://i.ytimg.com/vi/CqJ8oxpyhco/default.jpg,1128,7,1,0
NG-OcHkBFzQ,AD100 Talents Determine Which Design Legend They’d Most Like To Be Trapped With,2016-01-14T19:38:10.000Z,https://i.ytimg.com/vi/NG-OcHkBFzQ/default.jpg,675,7,0,0
yF20lv4P4Pg,AD100 Designers Reveal Their Guilty Pleasures,2016-01-14T19:30:31.000Z,https://i.ytimg.com/vi/yF20lv4P4Pg/default.jpg,896,6,0,0
WRPD16ag51I,AD100 Designers Describe Their Dream Projects,2016-01-14T19:11:58.000Z,https://i.ytimg.com/vi/WRPD16ag51I/default.jpg,979,7,0,0
-gR1jN7y3lA,Our Favorite Designers Reveal Their Wildest Decorating Disasters,2016-01-14T19:08:41.000Z,https://i.ytimg.com/vi/-gR1jN7y3lA/default.jpg,1119,11,0,0
G6i_IB5gNY4,AD100 Designers List Their Latest Discoveries,2016-01-14T18:21:10.000Z,https://i.ytimg.com/vi/G6i_IB5gNY4/default.jpg,771,4,0,0
KiKSiaV-ArI,The Connected Home,2015-12-17T18:17:02.000Z,https://i.ytimg.com/vi/KiKSiaV-ArI/default.jpg,2729,26,1,0
3BWA-km0emM,The Connected Life,2015-12-17T18:12:03.000Z,https://i.ytimg.com/vi/3BWA-km0emM/default.jpg,1117,9,0,0
AqI88GtA0rY,Look Inside the AD100 Party  at New York’s Whitney Museum,2015-12-15T22:29:26.000Z,https://i.ytimg.com/vi/AqI88GtA0rY/default.jpg,1075,6,1,1
WWY5JdUV7U0,Meghan Trainor Unveils a Dazzling Holiday Light Installation by Rockwell Group,2015-12-04T19:13:28.000Z,https://i.ytimg.com/vi/WWY5JdUV7U0/default.jpg,5719,75,2,1
MSVobDEFwWE,AD Kicks Off Art Basel Miami Beach with a Swinging Celebration,2015-12-03T15:34:23.000Z,https://i.ytimg.com/vi/MSVobDEFwWE/default.jpg,1094,10,0,0
YBezLfbYXXk,"AD Visits Hunt Slonem in His New 30,000-Square-Foot Brooklyn Studio",2015-11-02T23:40:39.000Z,https://i.ytimg.com/vi/YBezLfbYXXk/default.jpg,30736,277,30,30
9SJnTUPtXYQ,ADVERTISEMENT: Brizo and Architectural Digest Celebrate the 2015 September Style Issue at Jams,2015-10-13T21:00:27.000Z,https://i.ytimg.com/vi/9SJnTUPtXYQ/default.jpg,770,8,0,0
vPezUhXfnF4,"ADVERTISEMENT: Technology + Design, Coordinating for a Cause",2015-10-13T20:24:17.000Z,https://i.ytimg.com/vi/vPezUhXfnF4/default.jpg,1902,25,0,3
yKjXPYbf8Zg,Inside Caitlyn Jenner’s Redesigned Home in Malibu | Celebrity Homes | Architectural Digest,2015-09-16T20:34:18.000Z,https://i.ytimg.com/vi/yKjXPYbf8Zg/default.jpg,355217,826,271,182
kb7vOy9NIjg,Go Behind the Scenes at Ralph Pucci’s Mannequin Exhibition,2015-09-10T20:51:27.000Z,https://i.ytimg.com/vi/kb7vOy9NIjg/default.jpg,3099,26,1,0
UOFLZ8hePRk,Blake Mycoskie on the Mission Behind Toms,2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/UOFLZ8hePRk/default.jpg,11602,120,3,1
Z9Oa0FLiue8,Inside Toms Shoes Founder Blake Mycoskie's Los Angeles Home | Celebrity Homes | Architectural Digest,2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/Z9Oa0FLiue8/default.jpg,253819,1392,89,79
Kdx-qhU1WCo,"Inside the U.S. Embassy in Madrid, Spain | Architectural Digest",2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/Kdx-qhU1WCo/default.jpg,130446,1028,62,73
